Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2.0,0.07248552434870129,0.00024751227625172947,-0.004115451398239293,-0.12707363416847173,-0.02209409170116671,0.06508155066826077,0.0037420859676974803,0.06388194291611696,0.05328696776710533,0.015807036193294644,0.03985306993526583,0.0014113256002227167,0.012422129857418189,-0.027905261358576912,0.01604060478334108,-0.03862417985047521,-0.02224561114297416,-0.02810525409752623,-0.04117546520543913,-0.03451771506703292,-0.0434956591894194,0.025691621936243966,0.001921185296706573,-0.1128234474423404,0.007213447237764129,0.03200550998388578,-0.037989977413411494,0.019296714047740082,-0.024183223189901137,-0.02768951562826174,0.03869359432144658,0.06338183308521458
0.0,0.11900984022603323,-0.030075308254446882,-0.07811721170836686,0.012293755128311334,-0.050206614052268596,-0.0807177570886394,0.07463348056942372,-8.604762272789238e-05,-0.10140452599746119,0.04913269431825122,-0.07892460996569539,0.026014377530599663,-0.02854608378645964,0.07914005855667997,0.05441741961727366,0.06415898654881094,0.08506257657286558,0.031582846224953734,-0.05398804984989753,0.005242457528446526,0.050043347240018396,-0.002339377214776807,-0.05558641350291982,0.03699492379455119,-0.02771175851649332,2.4004267819912294e-05,-0.008324789231197666,-0.024395578723041513,-0.01668722529097271,-0.005635360121557999,-0.09416047488269577,0.03137882185281728
0.0,-0.07006556775688033,0.03285278763996027,0.037137676349557475,-0.08791891602216068,-0.10628200320091942,0.1004171107293646,-0.02117575682723799,-0.05900177947635197,0.08782882622782318,-0.08507652519563175,0.033443802359901506,-0.0005691345686007418,-0.016150384157018673,0.022551528422241358,0.02903815953051584,-0.12593296757832656,0.038332582271055834,0.024800730909103588,-0.2253523693599911,-0.05892823150109503,-0.053009774772010354,-0.05550112512220352,0.058883695433563574,0.013660309759415994,0.061553288165291,0.17404483318946712,-0.05348873584937542,-0.04757385764387574,0.03137350504558515,-0.03663633335270849,-0.010232293771019751,-0.09634032480162874
1.0,-0.18498345808351246,-0.2590791264828417,-0.13502537531101202,0.12067751815887452,0.059933863395035446,-0.06273230779544844,0.08406411295901987,0.21323427365093134,-0.09240396881888575,-0.11367938747322323,0.10253940094724986,-0.0864705224717317,-0.0320647851551856,0.06412747947047329,0.06012297201314468,-0.07505442713530533,-0.05630505019311165,-0.032628843847121974,-0.11076422438376128,-0.009581093627670048,-0.050077407478061775,0.036980008623045166,0.028967582059802474,-0.03023381024554778,0.0024812161611893107,-0.09026625266329891,0.032924394055805106,-0.05232244328911173,-0.013198828899604317,-0.0924901781377522,0.13257339848488503,0.05534175389083992
0.0,0.15678314802845367,0.04205372681637737,-0.09745227264825854,-0.0947816274894748,-0.20932125673358637,0.1208562159148505,-0.0675092994326604,0.1537991499590437,0.0964549360477914,0.016459856987665635,0.0005060099884732277,-0.03584853900072336,-0.09272920122461284,-0.028771219902293026,-0.08174849354012807,0.11054256549373512,-0.12853708230083177,0.06065481213550187,-0.11271596837650796,0.15968847253519775,-0.011823943540965033,-0.047407258446879874,0.07790437293501974,0.022300587338775796,-0.027473322478662597,-0.007751705314048906,0.03726972701016906,0.11307414180147612,-0.029237048068266082,0.05803215121229703,-0.10198500756754723,0.048814265821600755
3.0,0.2604654042164021,-0.10767591681251316,0.1363731727765231,0.0895856707639075,-0.06395831518450915,-0.04702055026231256,0.05058846581831644,0.04885162340950282,0.04615894629685166,0.09185987773073459,-0.06291678873949902,0.02631096766537844,0.006508360350935494,0.0705126449118652,-0.07688848184706051,-0.03525636466145909,0.06900060818239565,0.04277289482489857,0.051173175729153,-0.08375344805867647,-0.055845178369336765,0.05185339028296118,-0.05638038000209904,-0.017852552109597252,-0.0449890763624342,0.02459303215647863,0.025888104227605152,-0.09389345874659222,0.07573764327968958,0.06134361789681934,-0.051856946950450004,0.05065364858951785
3.0,0.1253324259981724,-0.1448429334499503,0.12894521343249848,0.0713493234814461,-0.030961659886763318,-0.003035037127290371,-0.07232696760247553,0.0340611244237495,-0.0660607534590539,0.03680173113507522,-0.10607845865714388,-0.011588914811006145,-0.01855730865966767,-0.05004375375473674,-0.10198866170941782,-0.07087145100250891,0.05945143187979943,0.079586535085778,0.021035374879401506,-0.002623731922313405,0.07370931980080318,-0.004649217003507428,0.022218579003186367,0.03802521976021252,0.014920693622638762,-0.05020663088127625,0.03524012387675718,0.019685736543921195,-0.05797094732663085,0.11248944022414023,0.05624894448817811,-0.005838803867303774
1.0,0.18149731648032158,-0.13301496119674958,0.0689367453173867,0.17433248739486104,-0.17310720416239417,-0.04155414774816963,-0.22557122942264413,0.013862441522860782,-0.0946111115147054,0.016576772211675795,-0.12563680618868434,-0.0036919738209635553,-0.05535422147928738,-0.052120810537192745,0.021246775461308147,-0.020753544764746803,-0.0177088811832662,-0.025843954757584615,-0.012347108865371666,-0.07721430779421108,-0.060926705943073776,0.031376396389382256,-0.06360341813803672,0.05223472199401481,-0.07677195094894071,-0.11721394383321711,-0.03336250584367047,-0.04455517087302851,-0.08116583532682632,-0.008125493707363608,0.028283708031967225,-0.07501003319505924
0.0,0.14826302684234377,-0.0915293667755526,-0.16481533308709911,0.01313304657394206,-0.10993851121645085,0.024533480017765646,0.04127907341984539,0.04899578034290079,-0.08594693736490605,-0.0012038811187001152,-0.03224702417340216,-0.07380732924173351,-0.06414620901095751,0.07066263605412795,0.014629484435100856,-0.009417841683103386,0.019040277255415367,-0.0002861928106479405,-0.011833722580201681,-0.03419500379092358,0.006733257759670024,0.08540546780504733,-0.007595536501264724,-0.06574136624588227,-0.07565779361636038,-0.06453787013903979,-0.06344217669211734,0.010944865746541937,-0.04225098822667959,0.012677978806773722,0.04175354950114779,0.03943083268171366
2.0,-0.0007717410241385968,-0.020984890740679836,-0.09762552736698504,-0.029889886891715695,0.1942278932605476,0.18579612020697717,0.073453446511682,-0.12082781740423822,-0.05828862007914305,0.058581441022418204,0.01933973109790257,0.00629384929802076,0.04626235333310757,-0.10217140297993678,0.030316310176244986,-0.041170783962553255,0.02911598299643752,-0.08996406828282873,-0.01605137750653806,-0.0720964195097463,-0.005422639131164694,-0.14451957525345907,0.08543666250102179,0.006791492133394665,0.05053108135422307,0.007535596570756899,0.048238017566996944,-0.020023042449682088,-0.057178572252712764,-0.03482609051910913,-0.038732879842125714,0.07171490731111681
